Use categories,sub-use,applications,substance name,cas,elemental composition,primary source,secondary source
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"1-Nonanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluoro-, hydrogen phosphate, ammonium salt",7757-53-1,OP(OH)(OCH2C8F16H)2,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"1-Undecanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-eicosafluoro-, hydrogen phosphate, ammonium salt",1765-83-9,OP(OH)(OCH2C10F20H)2,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"1-Octanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-, hydrogen phosphate, ammonium salt",1555-33-5,OP(OH)(OCH2C7F15)2,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"1-Undecanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-eicosafluoro-, phosphate, ammonium salt (2:1)",100738-12-3,HC10F20CH2OPO3H2,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),Tridecafluorooctyltrimethoxysilane,85857-16-5,C6F13CH2CH2Si(OCH3)3,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),Heptadecafluorodecyltrimethoxysilane,83048-65-1,C8F17CH2CH2Si(OCH3)3,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Disiloxane, 1,1,3,3-tetramethyl-1,3-bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-",71363-70-7,O[Si(CH3)2CH2CH2C6F13]2,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),Tridecafluorooctyltriethoxysilane,51851-37-7,C6F13CH2CH2Si(OCH2CH3)3,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),Heptadecafluorodecyltriethoxysilane,101947-16-4,C8F17CH2CH2Si(OCH2CH3)3,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Trisiloxane, 1,1,3,5,5-pentamethyl-1,5-bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-",521069-00-1,SiH(CH3)[OSi(CH3)2CH2CH2C6F13]2,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Pyridinium, 1-[3,3,4,4,5,5-hexafluoro-5-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethoxy]pentyl]-, chloride (1:1)",144930-59-6,CF3CF(CF3)OCF2CF2CF2CH2CH2N+C5H5,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Cyclohexanesulfonic acid, decafluoro (pentafluoroethyl)-, potassium salt (1:1)",67584-42-3,C8F15SO3H,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),Perfluoro(propyl vinyl ether),70087-25-1,(CF2CFOC3F7)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Propane, 1-[1-[difluoro[(1,2,2-trifluoroethenyl) oxy]methyl]-1,2,2,2-tetrafluoroethoxy]-1,1,2,2,3,3,3-heptafluoro-, homopolymer",98973-10-5,(CF2CFOCF2CF(CF3)OC3F7)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),Vinylidenfluorid-Hexafluorpropylen copolymer,9011-17-0,(CH2CF2)x-(CF2CFCF3)y,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Propane, 1-[1-[difluoro[(1,2,2-trifluoroethenyl)oxy] methyl]-1,2,2,2-tetrafluoroethoxy]-1,1,2,2,3,3,3-heptafluoro-, polymer with 1,1-difluoroethene",80975-16-2,(CH2CF2)x-(CF2CFOCF2CF(CF3)OC3F7)y,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),Hexafluoropropylene-tetrafluoroethylene-vinylidene fluoride copolymer,25190-89-0,(CF2CF2)x-(CF2CFCF3)y-(CF2CH2),Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Propane, 1,1,1,2,2,3,3-heptafluoro-3-[(1,2,2-trifluoroethenyl)oxy]-, polymer with 1,1-difluoroethene and 1,1,2,2-tetrafluoroethene",74499-68-6,(C5F10O.C2H2F2.C2F4)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Ethene, 1-bromo-2,2,2-trifluoro-, polymer with 1,1,2,2-tetrafluoroethene and 1,1,1-trifluoro-2-(trifluoromethoxy)ethene",60917-27-3,(C3F6O)x-(C2BrF3)y-(C2F4)z,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Ethene, tetrafluoro-, polymer with 1,1-difluoroethene and 1-[1-[difluoro[(trifluoroethenyl)oxy]methyl]-1,2,2,2-tetrafluoroethoxy]-1,1,2,2,3,3,3-heptafluoropropane",349118-39-4,(C8F16O2.C2H2F2.C2F4)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Propane, 1-[1-[difluoro[(trifluoroethenyl)oxy]methyl]-1,2,2,2-tetrafluoroethoxy]-1,1,2,2,3,3,3-heptafluoro-, polymer with 1,1-difluoroethene, 1,1,1,2,2,3,3-heptafluoro-3-[(trifluoroethenyl)oxy]propane and tetrafluoroethene",477198-48-4,(C8F16O2.C5F10O.C2H2F2.C2F4)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"2-Propenoic acid, 2-methyl-, octadecyl ester, polymer with 3,3,4,4,5,5,6,6, 7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluorododecyl 2-propenoate, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl 2-propenoate and 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl 2-propenoate",142636-88-2,(C22H42O2.C17H7F25O2.C15H7F21O2.C13H7F17O2)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"2,5-Furandione, polymer with 3-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethoxy]-1-propene",35164-44-4,(C6H5F7O.C4H2O3)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"2,5-Furandione, polymer with 2-methyl-3-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethoxy]-1-propene",35164-43-3,(C7H7F7O.C4H2O3)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"2,5-Furandione, polymer with 2-methyl-3-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethoxy]-1-propene, sodium salt",38467-17-3,(C7H7F7O.C4H2O3)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"2,5-Furandione, polymer with 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-8-[(2-methyl-2-propenyl)oxy]octane",38467-14-0,(C12H9F15O.C4H2O3)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"2,5-Furandione, polymer with 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-8-(2-propenyloxy)octane",38467-12-8,(C11H7F15O.C4H2O3)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"2,5-Furandione, polymer with 2-methyl-3-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethoxy]-1-propene and 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-pentadecafluoro-8-[(2-methyl-2-propenyl)oxy]octane",38467-13-9,(C12H9F15O.C7H7F7O.C4H2O3)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"2,5-Furandione, polymer with 2-methyl-3-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethoxy]-1-propene, 2-[2-(2-methoxyethoxy)ethoxy]ethyl ether",37339-00-7,C7H16O4.x(C7H7F7O.C4H2O3)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),Polytetrafluoroethylene,9002-84-0,(CF2CF2)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"2-Propenoic acid, 2-[butyl[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadeca fluorooctyl)sulfonyl]amino]ethyl ester, telomer with 2-[butyl[(1,1,2,2,3,3, 4,4,5,5,6,6,7,7,7-pentadecafluoroheptyl)sulfonyl]amino]ethyl 2-prope noate, 2-methyloxirane polymer with oxirane di-2-propenoate, 2-methyl oxirane polymer with oxirane mono-2-propenoate and 1-octanethiol",68298-62-4,(C17H16F17NO4S.C16H16F15NO4S.(C3H6O.C2H4O)x.(C3H6O.C2H4O)x.2C3H4O2.C3H4O2)x.C8H18S,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"2-Propenoic acid, C16-18-alkyl esters, polymers with 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl acrylate",160336-09-4,-,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"Siloxanes and Silicones, (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)oxy Me, hydroxy Me, Me octyl, ethers with polyethylene glycol mono-Me ether",143372-54-7,-,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),A F-contg. water repellent (3M Ltd.) (Scotchgard PM 3622),949581-65-1,-,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),A fluorochemical stain repellant/release agent (3M Co.) (Scotchgard PM 490),940891-99-6,-,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),Poly(vinylidene fluoride),24937-79-9,(CH2CF2)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),"A perfluorosulfonic acid cationic exchange membrane, probably a perfluoro(3,6-dioxa-4-methyl-7-octenesulfonic acid)-tetrafluoroethylene copolymer (Nicolet Inst. Corp.). -[O-CF2-CF(CF3)]n-OCF2-SO3H grafted to fluorocarbon chain",66796-30-3,-,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Technical textile,High performance membranes (e.g. automotive and medical),A fluoro-contg. water-resistant and oil-resistant modifier (3M) (Scotchgard PM 930),923298-12-8,-,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Impregnation spray for textile,"Silanediol, 1-methoxy-1-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-",1531633-11-0,C6F13CH2CH2Si(OH)2OCH3,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Impregnation spray for textile,"1,1-Disiloxanediol, 3,3-dimethoxy-1,3-bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-",1531633-12-1,C6F13CH2CH2Si(OH)2OSi(OCH3)2CH2CH2C6F13,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Impregnation spray for textile,"Silanetriol, (3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-",185911-29-9,C6F13CH2CH2Si(OH)3,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Impregnation spray for textile,Perfluorobutanoic acid (PFBA),375-22-4,C3F7COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Impregnation spray for textile,Perfluorohexanoic acid (PFHxA),307-24-4,C5F11COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Impregnation spray for textile,Perfluorooctanoic acid (PFOA),335-67-1,C7F15COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Impregnation spray for textile,Perfluorodecanoic acid (PFDA),335-76-2,C9F19COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Impregnation spray for textile,6:2 Fluorotelomer alcohol,647-42-7,C6F13CH2CH2OH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Impregnation spray for textile,Perfluorodecane sulfonic acid (PFDS),335-77-3,C10F21SO3H,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Treatment during textile production,"Poly(oxy-1,2-ethanediyl), α-[[ethyl[(heptadecafluorooctyl)sulfonyl] amino]acetyl]-ω-hydroxy-",109636-63-7,C8F17SO2N(C2H5)CH2C(=O)(OCH2CH2)mOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Treatment during textile production,"Poly[oxy(methyl-1,2-ethanediyl)oxy-1,2-ethanediyl], α-[[[(heptadecafluorooctyl)sulfonyl]methylamino]acetyl]-ω-hydroxy-",114672-54-7,C8F17SO2N(CH3)CH2C(=O)(OCH(CH3)CH2OCH2CH2)mOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Treatment during textile production,Polytetrafluoroethylene,9002-84-0,(CF2CF2)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Treatment during textile production,Poly(vinylidene fluoride),24937-79-9,(CH2CF2)x,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Textile treatments,Treatment during textile production,"Quaternary ammonium compounds, diethylmethyl(γ-ω-perfluoro-C8-14-β-alkenyl), tetrafluoroborates",153325-45-2,-,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluoropropanoic acid (PFPrA),422-64-0,C2F5COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorobutanoic acid (PFBA),375-22-4,C3F7COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluoropentanoic acid (PFPeA),2706-90-3,C4F9COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorohexanoic acid (PFHxA),307-24-4,C5F11COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluoroheptanoic acid (PFHpA),375-85-9,C6F13COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorooctanoic acid (PFOA),335-67-1,C7F15COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorononanoic acid (PFNA),375-95-1,C8F17COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorodecanoic acid (PFDA),335-76-2,C9F19COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluoroundecanoic acid (PFUnDA),2058-94-8,C10F21COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorododecanoic acid (PFDoDA),307-55-1,C11F23COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorotridecanoic acid (PFTrDA),72629-94-8,C12F25COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorotetradecanoic acid (PFTeDA),376-06-7,C13F27COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluoropentadecanoic acid (PFPeDA),141074-63-7,C14F29COOH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorobutane sulfonic acid (PFBS),375-73-5,C4F9SO3H,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorohexane sulfonic acid (PFHxS),355-46-4,C6F13SO3H,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluoroheptane sulfonic acid (PFHpS),375-92-8,C7F15SO3H,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorooctane sulfonic acid (PFOS),1763-23-1,C8F17SO3H,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,Perfluorodecane sulfonic acid (PFDS),335-77-3,C10F21SO3H,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,N-Methyl perfluorohexane sulfonamide,68259-15-4,C6F13SO2NHCH3,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,N-Methyl perfluorohexane sulfonamidoethanol,68555-75-9,C6F13SO2N(CH3)CH2CH2OH,Glüge et al. (2020),
"Textile, upholestry, leather, apparel, and carpets",Other,Non-woven textiles covering the engine bay area in cars,N-Methyl perfluorobutane sulfonamidoethanol,34454-97-2,C4F9SO2N(CH3)CH2CH2OH,Glüge et al. (2020),
